WORD,OPENER,POL
fathomless,-1,negative
fatigue,-1,negative
fatty,-1,negative
fatuity,-1,negative
fatuous,-1,negative
fatuously,-1,negative
fault,-1,negative
faulty,-1,negative
favor,1,positive
favor,1,positive
favor,1,positive
favorable,1,positive
favorable,1,positive
favored,1,positive
favorite,1,positive
fawn,0,both
fawningly,-1,negative
favour,1,positive
faze,-1,negative
fear,-1,negative
fear,-1,negative
fearful,-1,negative
fearfully,-1,negative
fearless,1,positive
fearlessly,1,positive
fears,-1,negative
fears,-1,negative
fearsome,-1,negative
feasible,1,positive
feasibly,1,positive
feat,1,positive
featly,1,positive
feckless,-1,negative
feeble,-1,negative
feeblely,-1,negative
feebleminded,-1,negative
feel,0,neutral
feels,0,neutral
felt,0,neutral
feeling,0,neutral
feeling,0,neutral
feeling,0,neutral
feelings,0,neutral
feelings,0,neutral
feign,-1,negative
feint,-1,negative
feisty,1,positive
feisty,1,positive
felicitate,1,positive
felicitous,1,positive
felicity,1,positive
fell,-1,negative
felon,-1,negative
felonious,-1,negative
ferocious,-1,negative
ferociously,-1,negative
ferocity,-1,negative
fertile,1,positive
fertile,1,positive
fervent,1,positive
fervently,1,positive
fervid,1,positive
fervidly,1,positive
fervor,1,positive
feverish,-1,negative
festive,1,positive
fetid,-1,negative
fever,-1,negative
fiasco,-1,negative
fiat,-1,negative
fiat,-1,negative
fib,-1,negative
fib,-1,negative
fibber,-1,negative
fickle,-1,negative
fiction,-1,negative
fiction,-1,negative
fictional,-1,negative
fictitious,-1,negative
fidelity,1,positive
fidget,-1,negative
fidgety,-1,negative
fiend,-1,negative
fiendish,-1,negative
fierce,-1,negative
fiery,1,positive
fight,-1,negative
fight,-1,negative
figurehead,-1,negative
figurehead,-1,negative
filth,-1,negative
filthy,-1,negative
finagle,-1,negative
finally,0,neutral
fine,1,positive
fine,-1,negative
finely,1,positive
firm,0,neutral
firm,0,neutral
firmly,0,neutral
first-class,1,positive
first-rate,1,positive
fissures,-1,negative
fissures,-1,negative
fist,-1,negative
fit,1,positive
fitting,1,positive
fixer,0,neutral
fixer,0,neutral
flabbergast,-1,negative
flabbergasted,-1,negative
flagging,-1,negative
flagrant,-1,negative
flagrantly,-1,negative
flair,1,positive
flak,-1,negative
flak,-1,negative
flake,-1,negative
flakey,-1,negative
flaky,-1,negative
flame,1,positive
flame,1,positive
flash,-1,negative
flash,-1,negative
flashy,-1,negative
flat-out,-1,negative
flatter,1,positive
flattering,1,positive
flatteringly,1,positive
flaunt,-1,negative
flaw,-1,negative
flaw,-1,negative
flaws,-1,negative
flawed,-1,negative
flawed,-1,negative
flawless,1,positive
flawlessly,1,positive
fleer,-1,negative
fleeting,-1,negative
flexible,1,positive
flighty,-1,negative
flimflam,-1,negative
flimsy,-1,negative
flirt,-1,negative
flirty,-1,negative
floor,0,neutral
floored,-1,negative
flounder,-1,negative
floundering,-1,negative
flourish,1,positive
flourishing,1,positive
flout,-1,negative
fluent,1,positive
fluster,-1,negative
foe,-1,negative
fond,1,positive
fondly,1,positive
fondness,1,positive
fool,-1,negative
foolhardy,-1,negative
foolish,-1,negative
foolishly,-1,negative
foolishness,-1,negative
foolproof,1,positive
forbid,-1,negative
forbidden,-1,negative
forbidding,-1,negative
forbidding,-1,negative
force,-1,negative
forceful,-1,negative
foreboding,-1,negative
forebodingly,-1,negative
foremost,1,positive
forsee,0,neutral
foresight,1,positive
foretell,0,neutral
forfeit,-1,negative
forgave,1,positive
forged,-1,negative
forget,-1,negative
forgetful,-1,negative
forgetfully,-1,negative
forgetfulness,-1,negative
forgive,1,positive
forgiven,1,positive
forgiveness,1,positive
forgiving,1,positive
forgivingly,1,positive
forlorn,-1,negative
forlornly,-1,negative
formidable,-1,negative
forsake,-1,negative
forsaken,-1,negative
forswear,-1,negative
forthright,0,neutral
fortitude,1,positive
fortress,0,neutral
fortress,0,neutral
fortuitous,1,positive
fortuitously,1,positive
fortunate,1,positive
fortunate,1,positive
fortunately,1,positive
fortune,1,positive
fortune,1,positive
foul,-1,negative
foul,-1,negative
foul,-1,negative
foully,-1,negative
foulness,-1,negative
fractious,-1,negative
fractiously,-1,negative
fracture,-1,negative
fracture,-1,negative
fragile,-1,negative
fragile,-1,negative
fragmented,-1,negative
fragrant,1,positive
frail,-1,negative
frank,1,positive
frankly,0,neutral
frantic,-1,negative
frantically,-1,negative
franticly,-1,negative
fraternize,-1,negative
fraud,-1,negative
fraud,-1,negative
fraudulent,-1,negative
fraught,-1,negative
fraught,-1,negative
freak,-1,negative
freak,-1,negative
freakish,-1,negative
freakish,-1,negative
freakish,-1,negative
freakishly,-1,negative
frazzle,-1,negative
frazzle,-1,negative
frazzled,-1,negative
free,1,positive
freedom,1,positive
freedom,1,positive
freedoms,1,positive
freedoms,1,positive
frenetic,-1,negative
frenetically,-1,negative
frenzied,-1,negative
frenzy,-1,negative
frequent,0,neutral
fresh,1,positive
fret,-1,negative
fretful,-1,negative
friction,-1,negative
friction,-1,negative
frictions,-1,negative
frictions,-1,negative
friend,1,positive
friend,1,positive
friendliness,1,positive
friendliness,1,positive
friendly,1,positive
friends,1,positive
friends,1,positive
friendship,1,positive
friendship,1,positive
friggin,-1,negative
fright,-1,negative
fright,-1,negative
frighten,-1,negative
frightening,-1,negative
frighteningly,-1,negative
frighteningly,-1,negative
frightful,-1,negative
frightfully,-1,negative
frigid,-1,negative
frivolous,-1,negative
frolic,1,positive
frown,-1,negative
frown,-1,negative
frozen,-1,negative
fruitful,1,positive
fruitless,-1,negative
fruitlessly,-1,negative
fumble,-1,negative
fun,-1,negative
frustrate,-1,negative
frustrated,-1,negative
frustrating,-1,negative
frustrating,-1,negative
frustratingly,-1,negative
frustration,-1,negative
fudge,-1,negative
fudge,-1,negative
fudge,-1,negative
fugitive,-1,negative
fulfillment,1,positive
fulfillment,1,positive
full,0,neutral
fully,0,neutral
full-blown,-1,negative
full-fledged,1,positive
full-scale,0,neutral
fulminate,-1,negative
fume,-1,negative
fun,1,positive
functional,1,positive
fundamental,0,neutral
fundamentally,0,neutral
fundamentalism,-1,negative
fundamentalism,-1,negative
funded,0,neutral
funny,1,positive
funny,1,positive
furious,-1,negative
furiously,-1,negative
furor,-1,negative
further,0,neutral
furthermore,0,neutral
fury,-1,negative
fuss,-1,negative
fuss,-1,negative
fuss,-1,negative
fustigate,-1,negative
fussy,-1,negative
fusty,-1,negative
futile,-1,negative
futilely,-1,negative
futility,-1,negative
fuzzy,-1,negative
gabble,-1,negative
gaff,-1,negative
gaffe,-1,negative
gaiety,1,positive
gaily,1,positive
gain,1,positive
gain,1,positive
gainful,1,positive
gainfully,1,positive
gainsay,-1,negative
gainsayer,-1,negative
gaga,-1,negative
gaggle,-1,negative
gall,-1,negative
gallant,1,positive
gallantly,1,positive
galling,-1,negative
gallingly,-1,negative
galore,1,positive
galvanize,0,neutral
gamble,-1,negative
gamble,-1,negative
game,-1,negative
gape,-1,negative
garbage,-1,negative
garbage,-1,negative
garish,-1,negative
gasp,-1,negative
gasp,-1,negative
gauche,-1,negative
gaudy,-1,negative
gawk,-1,negative
gawky,-1,negative
geezer,-1,negative
gem,1,positive
gem,1,positive
gems,1,positive
gems,1,positive
generosity,1,positive
generous,1,positive
generously,1,positive
genial,1,positive
genius,1,positive
genocide,-1,negative
genocide,-1,negative
gentle,1,positive
genuine,1,positive
germane,1,positive
gestures,0,neutral
gestures,0,neutral
get-rich,-1,negative
get-rich,-1,negative
ghastly,-1,negative
ghetto,-1,negative
giant,0,neutral
giant,0,neutral
giants,0,neutral
giants,0,neutral
gibber,-1,negative
gibberish,-1,negative
gibe,-1,negative
giddy,1,positive
gifted,1,positive
gigantic,0,neutral
glad,1,positive
gladden,1,positive
gladly,1,positive
gladness,1,positive
glamorous,1,positive
glare,-1,negative
glare,-1,negative
glaring,-1,negative
glaringly,-1,negative
glean,0,neutral
glee,1,positive
gleeful,1,positive
gleefully,1,positive
glib,-1,negative
glibly,-1,negative
glimmer,1,positive
glimmer,1,positive
glimmer,1,positive
glimmering,1,positive
glisten,1,positive
glisten,1,positive
glistening,1,positive
glitch,-1,negative
glitter,1,positive
glitter,1,positive
gloat,0,both
gloatingly,-1,negative
gloom,-1,negative
gloomy,-1,negative
glorify,1,positive
glorious,1,positive
gloriously,1,positive
glory,1,positive
glory,1,positive
gloss,-1,negative
glossy,1,positive
glow,1,positive
glower,-1,negative
glowing,1,positive
glowingly,1,positive
glum,-1,negative
glut,-1,negative
gnawing,-1,negative
go-ahead,1,positive
go-ahead,1,positive
goad,-1,negative
goading,-1,negative
god-awful,-1,negative
god-given,1,positive
goddam,-1,negative
goddamn,-1,negative
godlike,1,positive
gold,1,positive
golden,1,positive
good,1,positive
goodly,1,positive
goodness,1,positive
goodwill,1,positive
goodwill,1,positive
goof,-1,negative
goof,-1,negative
gorgeous,1,positive
gorgeously,1,positive
gossip,-1,negative
gossip,-1,negative
gossip,-1,negative
grace,1,positive
graceful,1,positive
gracefully,1,positive
graceless,-1,negative
gracelessly,-1,negative
gracious,1,positive
graciously,1,positive
graciousness,1,positive
graft,-1,negative
grail,1,positive
grail,1,positive
grand,1,positive
grandeur,1,positive
grandiose,-1,negative
grapple,-1,negative
grate,-1,negative
grateful,1,positive
grateful,1,positive
gratefully,1,positive
gratification,1,positive
gratify,1,positive
gratifying,1,positive
gratifyingly,1,positive
grating,-1,negative
gratitude,1,positive
gratitude,1,positive
gratuitous,-1,negative
gratuitous,-1,negative
gratuitously,-1,negative
grave,-1,negative
gravely,-1,negative
great,1,positive
greatest,1,positive
greatly,0,neutral
greatness,1,positive
greed,-1,negative
greedy,-1,negative
greet,1,positive
grief,-1,negative
grievance,-1,negative
grievances,-1,negative
grievances,-1,negative
grieve,-1,negative
grieving,-1,negative
grievous,-1,negative
grievously,-1,negative
grill,-1,negative
grim,-1,negative
grimace,-1,negative
grin,1,positive
grind,-1,negative
grind,-1,negative
gripe,-1,negative
gripe,-1,negative
grisly,-1,negative
grit,1,positive
grit,1,positive
gritty,-1,negative
groove,1,positive
gross,-1,negative
grossly,-1,negative
grotesque,-1,negative
grouch,-1,negative
grouchy,-1,negative
groundbreaking,1,positive
groundbreaking,1,positive
groundless,-1,negative
grouse,-1,negative
growing,0,neutral
growl,-1,negative
grudge,-1,negative
grudges,-1,negative
grudges,-1,negative
grudging,-1,negative
grudgingly,-1,negative
gruesome,-1,negative
gruesomely,-1,negative
gruff,-1,negative
grumble,-1,negative
guarantee,1,positive
guarantee,1,positive
guardian,1,positive
guidance,1,positive
guidance,1,positive
guile,-1,negative
guilt,-1,negative
guiltless,1,positive
guilty,-1,negative
guiltily,-1,negative
gullible,-1,negative
gush,1,positive
gumption,1,positive
gusto,1,positive
gutsy,1,positive
haggard,-1,negative
haggle,-1,negative
hail,1,positive
halcyon,1,positive
hale,1,positive
halfhearted,-1,negative
halfheartedly,-1,negative
halfway,0,neutral
halfway,0,neutral
hallowed,1,positive
hallucinate,-1,negative
hallucination,-1,negative
halt,0,neutral
hamper,-1,negative
hamstring,-1,negative
hamstrung,-1,negative
handicapped,-1,negative
handily,1,positive
handsome,1,positive
handy,1,positive
hanker,1,positive
hapless,-1,negative
haphazard,-1,negative
happily,1,positive
happiness,1,positive
happy,1,positive
harangue,-1,negative
harass,-1,negative
harassment,-1,negative
harassment,-1,negative
harboring,-1,negative
harboring,-1,negative
harbors,-1,negative
harbors,-1,negative
hard,-1,negative
hard-hit,-1,negative
hard-line,-1,negative
hard-liner,-1,negative
hard-working,1,positive
hardball,-1,negative
hardball,-1,negative
harden,-1,negative
hardened,-1,negative
hardheaded,-1,negative
hardhearted,-1,negative
hardier,1,positive
hardier,1,positive
hardliner,-1,negative
hardliners,-1,negative
hardliners,-1,negative
hardly,-1,negative
hardship,-1,negative
hardships,-1,negative
hardships,-1,negative
hardy,1,positive
harm,-1,negative
harm,-1,negative
harmful,-1,negative
harmless,1,positive
harmonious,1,positive
harmoniously,1,positive
harmonize,1,positive
harmony,1,positive
harmony,1,positive
harms,-1,negative
harms,-1,negative
harpy,-1,negative
harridan,-1,negative
harried,-1,negative
harrow,-1,negative
harsh,-1,negative
harshly,-1,negative
hassle,-1,negative
haste,-1,negative
haste,-1,negative
hasty,-1,negative
hasty,-1,negative
hate,-1,negative
hater,-1,negative
hateful,-1,negative
hatefully,-1,negative
hatefulness,-1,negative
haughtily,-1,negative
haughty,-1,negative
hatred,-1,negative
haunt,-1,negative
haunting,-1,negative
haven,1,positive
havoc,-1,negative
hawkish,-1,negative
hawkish,-1,negative
hazard,-1,negative
hazard,-1,negative
hazardous,-1,negative
hazy,-1,negative
headache,-1,negative
headaches,-1,negative
headaches,-1,negative
headway,1,positive
heady,1,positive
heal,1,positive
healthful,1,positive
healthy,1,positive
healthy,1,positive
heart,1,positive
heartbreak,-1,negative
heartbreaker,-1,negative
heartbreaking,-1,negative
heartbreakingly,-1,negative
hearten,1,positive
heartening,1,positive
heartfelt,1,positive
heartily,1,positive
heartless,-1,negative
heartrending,-1,negative
heartwarming,1,positive
heathen,-1,negative
heathen,-1,negative
heaven,1,positive
heavenly,1,positive
heavily,-1,negative
heavy-duty,0,neutral
heavy-handed,-1,negative
heavyhearted,-1,negative
heck,-1,negative
heck,-1,negative
heckle,-1,negative
hectic,-1,negative
hedge,-1,negative
hedonistic,-1,negative
heedless,-1,negative
hefty,0,neutral
hegemonism,-1,negative
hegemonism,-1,negative
hegemonistic,-1,negative
hegemony,-1,negative
hegemony,-1,negative
hegemony,-1,negative
heinous,-1,negative
hell,-1,negative
hell-bent,-1,negative
hellion,-1,negative
help,1,positive
help,1,positive
help,1,positive
helpful,1,positive
helpless,-1,negative
helplessly,-1,negative
helplessness,-1,negative
herald,1,positive
heresy,-1,negative
heretic,-1,negative
heretical,-1,negative
hero,1,positive
heroic,1,positive
heroic,1,positive
heroically,1,positive
heroine,1,positive
heroize,1,positive
heros,1,positive
hesitant,-1,negative
hideous,-1,negative
hideously,-1,negative
hideousness,-1,negative
high,0,neutral
high-powered,0,neutral
high-quality,1,positive
highlight,1,positive
highlight,1,positive
hilarious,1,positive
hilariously,1,positive
hilariousness,1,positive
hilarity,1,positive
hinder,-1,negative
hindrance,-1,negative
historic,1,positive
hm,0,neutral
hmm,0,neutral
hoard,-1,negative
hoax,-1,negative
hobble,-1,negative
hole,-1,negative
hollow,-1,negative
holy,1,positive
homage,1,positive
honest,1,positive
honest,1,positive
honestly,1,positive
honesty,1,positive
honesty,1,positive
honeymoon,1,positive
honor,1,positive
honor,1,positive
honor,1,positive
honorable,1,positive
hoodwink,-1,negative
hope,1,positive
hope,1,positive
hope,1,positive
hopeful,1,positive
hopefully,1,positive
hopefulness,1,positive
hopeless,-1,negative
hopelessly,-1,negative
hopelessness,-1,negative
hopes,1,positive
hopes,1,positive
horde,-1,negative
horrendous,-1,negative
horrendously,-1,negative
horrible,-1,negative
horrible,-1,negative
horribly,-1,negative
horrid,-1,negative
horrific,-1,negative
horrifically,-1,negative
horrify,-1,negative
horrify,-1,negative
horrifying,-1,negative
horrifyingly,-1,negative
horror,-1,negative
horrors,-1,negative
hospitable,1,positive
hostage,-1,negative
hostile,-1,negative
hostile,-1,negative
hostilities,-1,negative
hostilities,-1,negative
hostility,-1,negative
hostility,-1,negative
hot,1,positive
hothead,-1,negative
hotheaded,-1,negative
hotbeds,-1,negative
hotbeds,-1,negative
hothouse,-1,negative
hothouse,-1,negative
however,0,neutral
hubris,-1,negative
huckster,-1,negative
hug,1,positive
hug,1,positive
huge,0,neutral
humane,1,positive
humane,1,positive
humanists,1,positive
humanists,1,positive
humanity,1,positive
humankind,1,positive
humble,1,positive
humbling,-1,negative
humiliate,-1,negative
humiliating,-1,negative
humiliation,-1,negative
humility,1,positive
humor,1,positive
humorous,1,positive
humorously,1,positive
humour,1,positive
humour,1,positive
humourous,1,positive
hunger,-1,negative
hungry,-1,negative
hurt,-1,negative
hurt,-1,negative
hurtful,-1,negative
hustler,-1,negative
hypnotize,0,neutral
hypocrisy,-1,negative
hypocrite,-1,negative
hypocrites,-1,negative
hypocritical,-1,negative
hypocritically,-1,negative
hysteria,-1,negative
hysteric,-1,negative
hysterical,-1,negative
hysterically,-1,negative
hysterics,-1,negative
icy,-1,negative
idea,0,neutral
idea,0,neutral
ideal,1,positive
ideal,1,positive
idealism,1,positive
idealist,1,positive
idealize,1,positive
ideally,1,positive
idiocies,-1,negative
idiocy,-1,negative
idiot,-1,negative
idiotic,-1,negative
idiotically,-1,negative
idiots,-1,negative
idle,-1,negative
idol,1,positive
idol,1,positive
idolize,1,positive
idolized,1,positive
idyllic,1,positive
ignite,0,neutral
ignoble,-1,negative
ignominious,-1,negative
ignominiously,-1,negative
ignominy,-1,negative
ignore,-1,negative
ignorance,-1,negative
ignorance,-1,negative
ignorant,-1,negative
ignorant,-1,negative
ill,-1,negative
ill,-1,negative
ill-advised,-1,negative
ill-conceived,-1,negative
ill-fated,-1,negative
ill-favored,-1,negative
ill-mannered,-1,negative
ill-natured,-1,negative
ill-sorted,-1,negative
ill-tempered,-1,negative
ill-treated,-1,negative
ill-treatment,-1,negative
ill-treatment,-1,negative
ill-usage,-1,negative
ill-used,-1,negative
illegal,-1,negative
illegally,-1,negative
illegitimate,-1,negative
illicit,-1,negative
illiquid,-1,negative
illiterate,-1,negative
illness,-1,negative
illogic,-1,negative
illogical,-1,negative
illogically,-1,negative
illuminate,1,positive
illuminati,1,positive
illuminati,1,positive
illuminating,1,positive
illumine,1,positive
illusion,-1,negative
illusion,-1,negative
illusions,-1,negative
illusions,-1,negative
illusory,-1,negative
illustrious,1,positive
imaginary,-1,negative
imagination,0,neutral
imagination,0,neutral
imaginative,1,positive
imagine,0,neutral
imbalance,-1,negative
imbalance,-1,negative
imbecile,-1,negative
imbroglio,-1,negative
immaculate,1,positive
immaculately,1,positive
immaterial,-1,negative
immature,-1,negative
immediate,0,neutral
immediately,0,neutral
immense,0,neutral
immensely,0,neutral
immensity,0,neutral
immensurable,0,neutral
imminence,-1,negative
imminent,-1,negative
imminently,-1,negative
immobilized,-1,negative
immoderate,-1,negative
immoderately,-1,negative
immodest,-1,negative
immoral,-1,negative
immorality,-1,negative
immorally,-1,negative
immovable,-1,negative
immune,0,neutral
impair,-1,negative
impaired,-1,negative
impartial,1,positive
impartiality,1,positive
impartially,1,positive
impasse,-1,negative
impassioned,1,positive
impassive,-1,negative
impatience,-1,negative
impatient,-1,negative
impatiently,-1,negative
impeach,-1,negative
impeccable,1,positive
impeccably,1,positive
impede,-1,negative
impedance,-1,negative
impediment,-1,negative
impel,1,positive
impending,-1,negative
impending,-1,negative
impenitent,-1,negative
imperative,0,neutral
imperatively,0,neutral
imperfect,-1,negative
imperfectly,-1,negative
imperial,1,positive
imperialist,-1,negative
imperil,-1,negative
imperious,-1,negative
imperiously,-1,negative
impermissible,-1,negative
impersonal,-1,negative
impertinent,-1,negative
imperturbable,1,positive
impervious,1,positive
impetuous,-1,negative
impetuously,-1,negative
impetus,1,positive
impiety,-1,negative
impinge,-1,negative
impious,-1,negative
implacable,-1,negative
implausible,-1,negative
implausibly,-1,negative
implicate,-1,negative
implication,-1,negative
implication,-1,negative
implicit,0,neutral
implode,-1,negative
implore,0,both
imploring,0,both
imploringly,0,both
imply,0,neutral
impolite,-1,negative
impolitely,-1,negative
impolitic,-1,negative
importance,1,positive
important,1,positive
importantly,1,positive
importunate,-1,negative
importune,-1,negative
impose,-1,negative
imposers,-1,negative
imposers,-1,negative
imposing,-1,negative
imposing,-1,negative
imposition,-1,negative
imposition,-1,negative
impossible,-1,negative
impossiblity,-1,negative
impossibly,-1,negative
impotent,-1,negative
impotent,-1,negative
impoverish,-1,negative
impoverished,-1,negative
impractical,-1,negative
impractical,-1,negative
imprecate,-1,negative
imprecise,-1,negative
imprecisely,-1,negative
imprecision,-1,negative
impregnable,1,positive
impress,1,positive
impression,1,positive
impression,1,positive
impressions,1,positive
impressions,1,positive
impressive,1,positive
impressively,1,positive
impressiveness,1,positive
imprison,-1,negative
imprisonment,-1,negative
improbability,-1,negative
improbable,-1,negative
improbably,-1,negative
improper,-1,negative
improperly,-1,negative
impropriety,-1,negative
improving,1,positive
improve,1,positive
improved,1,positive
improvement,1,positive
improvise,1,positive
imprudence,-1,negative
imprudent,-1,negative
impudence,-1,negative
impudent,-1,negative
impudently,-1,negative
impugn,-1,negative
impulsive,-1,negative
impulsively,-1,negative
impunity,-1,negative
impunity,-1,negative
impure,-1,negative
impurity,-1,negative
inability,-1,negative
inability,-1,negative
inaccessible,-1,negative
inaccuracy,-1,negative
inaccuracies,-1,negative
inaccurate,-1,negative
inaccurately,-1,negative
inaction,-1,negative
inactive,-1,negative
inadequacy,-1,negative
inadequate,-1,negative
inadequately,-1,negative
inadverent,-1,negative
inadverently,-1,negative
inadvisable,-1,negative
inadvisably,-1,negative
inalienable,1,positive
inane,-1,negative
inanely,-1,negative
inappropriate,-1,negative
inappropriately,-1,negative
inapt,-1,negative
inaptitude,-1,negative
inarguable,0,neutral
inarguably,0,neutral
inarticulate,-1,negative
inattentive,-1,negative
incapable,-1,negative
incapably,-1,negative
incautious,-1,negative
incendiary,-1,negative
incense,-1,negative
incessant,-1,negative
incessantly,-1,negative
incisive,1,positive
incisively,1,positive
incisiveness,1,positive
incite,-1,negative
incitement,-1,negative
incitement,-1,negative
incivility,-1,negative
inclement,-1,negative
inclination,1,positive
inclination,1,positive
inclinations,1,positive
inclined,1,positive
inclusive,1,positive
incognizant,-1,negative
incoherence,-1,negative
incoherent,-1,negative
incoherently,-1,negative
incommensurate,-1,negative
incomparable,-1,negative
incomparably,-1,negative
incompatibility,-1,negative
incompatible,-1,negative
incompatible,-1,negative
incompetence,-1,negative
incompetent,-1,negative
incompetently,-1,negative
incomplete,-1,negative
incompliant,-1,negative
incomprehensible,-1,negative
incomprehension,-1,negative
inconceivable,-1,negative
inconceivably,-1,negative
inconclusive,-1,negative
incongruous,-1,negative
incongruously,-1,negative
inconsequent,-1,negative
inconsequently,-1,negative
inconsequential,-1,negative
inconsequentially,-1,negative
inconsiderate,-1,negative
inconsiderately,-1,negative
inconsistence,-1,negative
inconsistencies,-1,negative
inconsistencies,-1,negative
inconsistency,-1,negative
inconsistent,-1,negative
inconsolable,-1,negative
inconsolably,-1,negative
inconstant,-1,negative
incontestable,1,positive
incontrovertible,1,positive
inconvenience,-1,negative
inconvenience,-1,negative
inconvenient,-1,negative
inconveniently,-1,negative
incorrect,-1,negative
incorrectly,-1,negative
incorrigible,-1,negative
incorrigibly,-1,negative
incorruptible,1,positive
increasing,0,neutral
increasingly,0,neutral
incredible,1,positive
incredibly,1,positive
incredulous,-1,negative
incredulously,-1,negative
inculcate,-1,negative
indebted,1,positive
indecency,-1,negative
indecent,-1,negative
indecently,-1,negative
indecision,-1,negative
indecisive,-1,negative
indecisively,-1,negative
indecorum,-1,negative
indeed,0,neutral
indefatigable,1,positive
indefensible,-1,negative
indefensible,-1,negative
indefinite,-1,negative
indefinitely,-1,negative
indelible,1,positive
indelibly,1,positive
indelicate,-1,negative
independence,1,positive
independence,1,positive
independent,1,positive
indescribable,1,positive
indescribably,1,positive
indestructible,1,positive
indeterminable,-1,negative
indeterminably,-1,negative
indeterminate,-1,negative
indication,0,neutral
indication,0,neutral
indicative,0,neutral
indicative,0,neutral
indifference,-1,negative
indifferent,-1,negative
indigent,-1,negative
indignant,-1,negative
indignantly,-1,negative
indignation,-1,negative
indignity,-1,negative
indignity,-1,negative
indirect,0,neutral
indiscernible,-1,negative
indiscreet,-1,negative
indiscreet,-1,negative
indiscreetly,-1,negative
indiscretion,-1,negative
indiscriminate,-1,negative
indiscriminating,-1,negative
indiscriminately,-1,negative
indispensable,1,positive
indispensability,1,positive
indisposed,-1,negative
indisputable,1,positive
indistinct,-1,negative
indistinctive,-1,negative
individuality,1,positive
indoctrinate,-1,negative
indoctrination,-1,negative
indoctrination,-1,negative
indolent,-1,negative
indomitable,1,positive
indomitably,1,positive
indubitable,1,positive
indubitably,1,positive
indulge,-1,negative
indulgence,1,positive
indulgent,1,positive
industrious,1,positive
ineffective,-1,negative
ineffectively,-1,negative
ineffectiveness,-1,negative
ineffectual,-1,negative
ineffectually,-1,negative
ineffectualness,-1,negative
inefficacious,-1,negative
inefficacious,-1,negative
inefficacy,-1,negative
inefficiency,-1,negative
inefficient,-1,negative
inefficiently,-1,negative
ineligible,-1,negative
inelegance,-1,negative
inelegant,-1,negative
ineloquent,-1,negative
ineloquently,-1,negative
inept,-1,negative
ineptitude,-1,negative
ineptitude,-1,negative
ineptly,-1,negative
inequalities,-1,negative
inequalities,-1,negative
inequality,-1,negative
inequality,-1,negative
inequitable,-1,negative
inequitably,-1,negative
inequities,-1,negative
inequities,-1,negative
inertia,-1,negative
inertia,-1,negative
inescapable,-1,negative
inescapably,-1,negative
inessential,-1,negative
inestimable,1,positive
inestimably,1,positive
inevitable,-1,negative
inevitable,-1,negative
inevitably,-1,negative
inexact,-1,negative
inexcusable,-1,negative
inexcusably,-1,negative
inexorable,-1,negative
inexorably,-1,negative
inexpensive,1,positive
inexperience,-1,negative
inexperienced,-1,negative
inexpert,-1,negative
inexpertly,-1,negative
inexpiable,-1,negative
inexplainable,-1,negative
inexplicable,-1,negative
inextricable,-1,negative
inextricably,-1,negative
infallible,1,positive
infallibly,1,positive
infallibility,1,positive
infamous,-1,negative
infamously,-1,negative
infamy,-1,negative
infatuated,0,both
infected,-1,negative
infectious,0,neutral
infer,0,neutral
inference,0,neutral
inference,0,neutral
inferior,-1,negative
inferiority,-1,negative
infernal,-1,negative
infest,-1,negative
infested,-1,negative
infidel,-1,negative
infidels,-1,negative
infiltrator,-1,negative
infiltrators,-1,negative
infiltrators,-1,negative
infirm,-1,negative
inflame,-1,negative
inflammatory,-1,negative
inflated,-1,negative
inflationary,-1,negative
inflexible,-1,negative
inflict,-1,negative
influence,0,neutral
influence,0,neutral
influential,1,positive
informational,0,neutral
informative,1,positive
infraction,-1,negative
infringe,-1,negative
infringement,-1,negative
infringements,-1,negative
infringements,-1,negative
infuriate,-1,negative
infuriated,-1,negative
infuriating,-1,negative
infuriatingly,-1,negative
ingenious,1,positive
ingeniously,1,positive
ingenuity,1,positive
ingenuous,1,positive
ingenuously,1,positive
inglorious,-1,negative
ingrate,-1,negative
ingratiate,1,positive
ingratiating,1,positive
ingratiatingly,1,positive
ingratitude,-1,negative
inherent,0,neutral
inherent,0,neutral
inhibit,-1,negative
inhibition,-1,negative
inhospitable,-1,negative
inhospitality,-1,negative
inhuman,-1,negative
inhumane,-1,negative
inhumanity,-1,negative
inimical,-1,negative
inimically,-1,negative
iniquitous,-1,negative
iniquity,-1,negative
injudicious,-1,negative
injure,-1,negative
injurious,-1,negative
injury,-1,negative
injustice,-1,negative
injustice,-1,negative
injustices,-1,negative
injustices,-1,negative
inkling,0,neutral
inklings,0,neutral
inklings,0,neutral
innocence,1,positive
innocence,1,positive
innocent,1,positive
innocently,1,positive
innocuous,1,positive
innocuous,1,positive
innovation,1,positive
innovation,1,positive
innovative,1,positive
innumerable,0,neutral
innumerably,0,neutral
innumerous,0,neutral
innuendo,-1,negative
innuendo,-1,negative
inoffensive,1,positive
inopportune,-1,negative
inordinate,-1,negative
inordinately,-1,negative
inquisitive,1,positive
insane,-1,negative
insanely,-1,negative
insanity,-1,negative
insatiable,-1,negative
insecure,-1,negative
insecurity,-1,negative
insecurity,-1,negative
insensible,-1,negative
insensitive,-1,negative
insensitively,-1,negative
insensitivity,-1,negative
insensitivity,-1,negative
insidious,-1,negative
insidiously,-1,negative
insight,1,positive
insight,1,positive
insightful,1,positive
insightfully,1,positive
insights,0,neutral
insignificance,-1,negative
insignificant,-1,negative
insignificantly,-1,negative
insincere,-1,negative
insincerely,-1,negative
